"x","y","ndvi_hegged"
85.7135448056211,28.3874999971612,-0.0451
85.6885448056234,28.3791666638288,-0.0667
85.696878138956,28.3791666638288,-0.1805
85.7052114722885,28.3791666638288,-0.05575
85.7135448056211,28.3791666638288,-0.0517
85.6885448056234,28.3708333304963,-0.05645
85.696878138956,28.3708333304963,-0.04395
85.7052114722885,28.3708333304963,-0.0528
85.7135448056211,28.3708333304963,-0.064925
85.7218781389536,28.3708333304963,-0.0585666666666667
85.6885448056234,28.3624999971638,-0.01985
85.696878138956,28.3624999971638,-0.0314
85.7052114722885,28.3624999971638,-0.0446
85.7135448056211,28.3624999971638,-0.0432
85.7218781389536,28.3624999971638,-0.0412
85.6885448056234,28.3541666638313,-0.02915
85.696878138956,28.3541666638313,-0.0208
85.7052114722885,28.3541666638313,-0.019225
85.7135448056211,28.3541666638313,-0.032975
85.7218781389536,28.3541666638313,-0.0427
85.0802114723468,28.3458333304987,-0.0975
85.0885448056793,28.3458333304987,-0.08315
85.0968781390119,28.3458333304987,-0.1884
85.1052114723445,28.3458333304987,-0.08485
85.113544805677,28.3458333304987,-0.0881
85.6718781389583,28.3458333304987,-0.0438
85.6802114722908,28.3458333304987,-0.041475
85.6885448056234,28.3458333304987,-0.00836666666666667
85.696878138956,28.3458333304987,-0.009425
85.7052114722885,28.3458333304987,-0.0112
85.7135448056211,28.3458333304987,-0.035625
85.7218781389536,28.3458333304987,-0.05505
85.7302114722862,28.3458333304987,-0.0475
85.0635448056817,28.3374999971663,-0.0466
85.0718781390142,28.3374999971663,-0.0626666666666667
85.0802114723468,28.3374999971663,-0.1309
85.0885448056793,28.3374999971663,-0.3
85.0968781390119,28.3374999971663,-0.238625
85.1052114723445,28.3374999971663,-0.1194
85.113544805677,28.3374999971663,-0.063325
85.1218781390096,28.3374999971663,-0.0559
85.1302114723421,28.3374999971663,-0.05945
85.1968781390026,28.3374999971663,-0.0118
85.2052114723351,28.3374999971663,0.00186666666666667
85.2135448056677,28.3374999971663,0.0012
85.4552114723118,28.3374999971663,0.7061
85.4635448056444,28.3374999971663,0.64055
85.6718781389583,28.3374999971663,-0.045675
85.6802114722908,28.3374999971663,-0.03695
85.6885448056234,28.3374999971663,-0.0056
85.696878138956,28.3374999971663,-0.01245
85.7052114722885,28.3374999971663,-0.03
85.7135448056211,28.3374999971663,-0.04565
85.7218781389536,28.3374999971663,-0.07845
85.7302114722862,28.3374999971663,-0.0677
85.0552114723491,28.3291666638337,-0.035
85.0635448056817,28.3291666638337,-0.049025
85.0718781390142,28.3291666638337,-0.046425
85.0802114723468,28.3291666638337,-0.045275
85.0885448056793,28.3291666638337,-0.0253
85.0968781390119,28.3291666638337,-0.01895
85.1052114723445,28.3291666638337,-0.01645
85.113544805677,28.3291666638337,-0.036225
85.1218781390096,28.3291666638337,-0.040475
85.1302114723421,28.3291666638337,-0.174625
85.1385448056747,28.3291666638337,-0.071
85.1468781390072,28.3291666638337,-0.0447
85.1552114723398,28.3291666638337,-0.04505
85.1635448056723,28.3291666638337,-0.068725
85.1718781390049,28.3291666638337,-0.06425
85.18854480567,28.3291666638337,-0.0334
85.1968781390026,28.3291666638337,-0.021475
85.2052114723351,28.3291666638337,-0.0105
85.2135448056677,28.3291666638337,-0.01345
85.2218781390002,28.3291666638337,-0.02435
85.4218781389816,28.3291666638337,0.6498
85.4302114723142,28.3291666638337,0.72515
85.4385448056467,28.3291666638337,0.70545
85.4468781389793,28.3291666638337,0.55195
85.4552114723118,28.3291666638337,0.712975
85.4635448056444,28.3291666638337,0.76515
85.4718781389769,28.3291666638337,0.615975
85.4802114723095,28.3291666638337,0.437875
85.4885448056421,28.3291666638337,0.361966666666667
85.4968781389746,28.3291666638337,0.399275
85.5052114723072,28.3291666638337,0.454325
85.5135448056397,28.3291666638337,0.408275
85.5218781389723,28.3291666638337,0.4061
85.5302114723048,28.3291666638337,0.3272
85.6635448056257,28.3291666638337,-0.0672
85.6718781389583,28.3291666638337,-0.0472
85.6802114722908,28.3291666638337,-0.0317
85.6885448056234,28.3291666638337,-0.011425
85.696878138956,28.3291666638337,-0.0163
85.7052114722885,28.3291666638337,-0.026225
85.7135448056211,28.3291666638337,-0.056425
85.7218781389536,28.3291666638337,-0.06095
85.7302114722862,28.3291666638337,-0.0798
85.0468781390166,28.3208333305013,-0.0436333333333333
85.0552114723491,28.3208333305013,-0.032725
85.0635448056817,28.3208333305013,-0.030625
85.0718781390142,28.3208333305013,-0.026025
85.0802114723468,28.3208333305013,0.04785
85.0885448056793,28.3208333305013,0.099125
85.0968781390119,28.3208333305013,0.06685
85.1052114723445,28.3208333305013,0.053175
85.113544805677,28.3208333305013,-0.012825
85.1218781390096,28.3208333305013,-0.037925
85.1302114723421,28.3208333305013,-0.0476
85.1385448056747,28.3208333305013,-0.046275
85.1468781390072,28.3208333305013,-0.034175
85.1552114723398,28.3208333305013,-0.0273
85.1635448056723,28.3208333305013,-0.033525
85.1718781390049,28.3208333305013,-0.0384
85.1802114723375,28.3208333305013,-0.0382
85.18854480567,28.3208333305013,-0.031825
85.1968781390026,28.3208333305013,-0.02815
85.2052114723351,28.3208333305013,-0.02795
85.2135448056677,28.3208333305013,-0.0304
85.2218781390002,28.3208333305013,-0.0305
85.2302114723328,28.3208333305013,-0.014875
85.2385448056654,28.3208333305013,-0.01835
85.413544805649,28.3208333305013,0.6813
85.4218781389816,28.3208333305013,0.73915
85.4302114723142,28.3208333305013,0.615675
85.4385448056467,28.3208333305013,0.411175
85.4468781389793,28.3208333305013,0.229075
85.4552114723118,28.3208333305013,0.490475
85.4635448056444,28.3208333305013,0.4297
85.4718781389769,28.3208333305013,0.364575
85.4802114723095,28.3208333305013,0.332425
85.4885448056421,28.3208333305013,0.339225
85.4968781389746,28.3208333305013,0.3194
85.5052114723072,28.3208333305013,0.266
85.5135448056397,28.3208333305013,0.151125
85.5218781389723,28.3208333305013,0.052275
85.5302114723048,28.3208333305013,0.0984
85.5385448056374,28.3208333305013,0.0867333333333333
85.5468781389699,28.3208333305013,0.1732
85.6552114722932,28.3208333305013,-0.0321
85.6635448056257,28.3208333305013,-0.04015
85.6718781389583,28.3208333305013,-0.034375
85.6802114722908,28.3208333305013,-0.0325
85.6885448056234,28.3208333305013,-0.019775
85.696878138956,28.3208333305013,0.004625
85.7052114722885,28.3208333305013,0.036575
85.7135448056211,28.3208333305013,0.0125
85.7218781389536,28.3208333305013,-0.0134
85.7302114722862,28.3208333305013,-0.0465
85.7385448056187,28.3208333305013,-0.03975
85.0468781390166,28.3124999971688,-0.043475
85.0552114723491,28.3124999971688,-0.024475
85.0635448056817,28.3124999971688,0.0931
85.0718781390142,28.3124999971688,0.209525
85.0802114723468,28.3124999971688,0.283975
85.0885448056793,28.3124999971688,0.19165
85.0968781390119,28.3124999971688,0.18115
85.1052114723445,28.3124999971688,0.1232
85.113544805677,28.3124999971688,-0.0118
85.1218781390096,28.3124999971688,-0.025875
85.1302114723421,28.3124999971688,-0.03355
85.1385448056747,28.3124999971688,-0.0396
85.1468781390072,28.3124999971688,-0.03355
85.1552114723398,28.3124999971688,-0.02185
85.1635448056723,28.3124999971688,-0.0143
85.1718781390049,28.3124999971688,-0.008625
85.1802114723375,28.3124999971688,-0.021575
85.18854480567,28.3124999971688,-0.016225
85.1968781390026,28.3124999971688,-0.016725
85.2052114723351,28.3124999971688,-0.026675
85.2135448056677,28.3124999971688,-0.031625
85.2218781390002,28.3124999971688,-0.02585
85.2302114723328,28.3124999971688,-0.024875
85.2385448056654,28.3124999971688,-0.0038
85.2468781389979,28.3124999971688,-0.00465
85.413544805649,28.3124999971688,0.8084
85.4218781389816,28.3124999971688,0.779675
85.4302114723142,28.3124999971688,0.603975
85.4385448056467,28.3124999971688,0.372925
85.4468781389793,28.3124999971688,0.2683
85.4552114723118,28.3124999971688,0.367475
85.4635448056444,28.3124999971688,0.49355
85.4718781389769,28.3124999971688,0.231525
85.4802114723095,28.3124999971688,0.331475
85.4885448056421,28.3124999971688,0.3064
85.4968781389746,28.3124999971688,0.171375
85.5052114723072,28.3124999971688,0.1724
85.5135448056397,28.3124999971688,0.16865
85.5218781389723,28.3124999971688,0.117425
85.5302114723048,28.3124999971688,0.117825
85.5385448056374,28.3124999971688,0.05225
85.5468781389699,28.3124999971688,0.024925
85.5552114723025,28.3124999971688,0.0208
85.5635448056351,28.3124999971688,0.0405
85.6552114722932,28.3124999971688,-0.0363
85.6635448056257,28.3124999971688,-0.043375
85.6718781389583,28.3124999971688,-0.04615
85.6802114722908,28.3124999971688,-0.054025
85.6885448056234,28.3124999971688,-0.0443
85.696878138956,28.3124999971688,-0.0206
85.7052114722885,28.3124999971688,-0.008925
85.7135448056211,28.3124999971688,-0.014975
85.7218781389536,28.3124999971688,-0.041575
85.7302114722862,28.3124999971688,-0.046025
85.7385448056187,28.3124999971688,-0.0446
85.038544805684,28.3041666638363,0.0476666666666667
85.0468781390166,28.3041666638363,-0.02045
85.0552114723491,28.3041666638363,0.028375
85.0635448056817,28.3041666638363,0.2293
85.0718781390142,28.3041666638363,0.359575
85.0802114723468,28.3041666638363,0.396725
85.0885448056793,28.3041666638363,0.39025
85.0968781390119,28.3041666638363,0.260325
85.1052114723445,28.3041666638363,0.1237
85.113544805677,28.3041666638363,-0.0108
85.1218781390096,28.3041666638363,-0.0375
85.1302114723421,28.3041666638363,-0.041325
85.1385448056747,28.3041666638363,-0.042875
85.1468781390072,28.3041666638363,-0.047375
85.1552114723398,28.3041666638363,-0.035525
85.1635448056723,28.3041666638363,-0.005775
85.1718781390049,28.3041666638363,0.010375
85.1802114723375,28.3041666638363,-0.0024
85.18854480567,28.3041666638363,-0.011175
85.1968781390026,28.3041666638363,-0.019425
85.2052114723351,28.3041666638363,-0.014725
85.2135448056677,28.3041666638363,-0.023025
85.2218781390002,28.3041666638363,-0.0137
85.2302114723328,28.3041666638363,0.01155
85.2385448056654,28.3041666638363,0.0259
85.2468781389979,28.3041666638363,0.0739666666666667
85.338544805656,28.3041666638363,0.7267
85.3468781389886,28.3041666638363,0.71035
85.4052114723165,28.3041666638363,0.6427
85.413544805649,28.3041666638363,0.65965
85.4218781389816,28.3041666638363,0.611925
85.4302114723142,28.3041666638363,0.578475
85.4385448056467,28.3041666638363,0.293625
85.4468781389793,28.3041666638363,0.263625
85.4552114723118,28.3041666638363,0.289775
85.4635448056444,28.3041666638363,0.16885
85.4718781389769,28.3041666638363,0.1059
85.4802114723095,28.3041666638363,0.192675
85.4885448056421,28.3041666638363,0.164325
85.4968781389746,28.3041666638363,0.075975
85.5052114723072,28.3041666638363,0.080425
85.5135448056397,28.3041666638363,0.1734
85.5218781389723,28.3041666638363,0.084275
85.5302114723048,28.3041666638363,-0.0094
85.5385448056374,28.3041666638363,-0.033175
85.5468781389699,28.3041666638363,-0.015175
85.5552114723025,28.3041666638363,0.007925
85.5635448056351,28.3041666638363,0.02455
85.5718781389676,28.3041666638363,0.040375
85.5802114723002,28.3041666638363,0.01825
