"x","y","LST_2019_MODIS_Grid_8Day_1km_LST"
85.6971455543333,28.3458333333333,-2.26999999999998
85.088812221,28.3375,-2.75
85.0971455543333,28.3375,-3.02999999999997
85.2054788876667,28.3375,-5.94999999999999
85.688812221,28.3375,-3.26999999999998
85.063812221,28.3291666666667,0.930000000000007
85.0721455543333,28.3291666666667,0.890000000000043
85.0804788876667,28.3291666666667,1.27000000000004
85.088812221,28.3291666666667,1.47000000000003
85.0971455543333,28.3291666666667,1.25000000000006
85.1054788876667,28.3291666666667,-0.289999999999964
85.1304788876667,28.3291666666667,-8.60999999999996
85.138812221,28.3291666666667,-23.65
85.163812221,28.3291666666667,-12.25
85.1971455543333,28.3291666666667,-11.35
85.2054788876667,28.3291666666667,-8.48999999999995
85.213812221,28.3291666666667,-6.75
85.2221455543333,28.3291666666667,-5.94999999999999
85.4304788876667,28.3291666666667,5.23000000000002
85.438812221,28.3291666666667,4.17000000000002
85.4471455543333,28.3291666666667,3.27000000000004
85.4554788876667,28.3291666666667,2.35000000000002
85.463812221,28.3291666666667,1.51000000000005
85.4721455543333,28.3291666666667,1.19000000000005
85.4804788876667,28.3291666666667,1.67000000000002
85.488812221,28.3291666666667,2.23000000000002
85.4971455543333,28.3291666666667,0.770000000000039
85.5054788876667,28.3291666666667,-1.25
85.513812221,28.3291666666667,-1.44999999999999
85.5221455543333,28.3291666666667,-1.60999999999996
85.688812221,28.3291666666667,-5.26999999999998
85.6971455543333,28.3291666666667,-6.25
85.7054788876667,28.3291666666667,-4.72999999999996
85.713812221,28.3291666666667,-5.10999999999996
85.7221455543333,28.3291666666667,-6.19
85.0471455543333,28.3208333333333,-0.869999999999948
85.0554788876667,28.3208333333333,1.53000000000003
85.063812221,28.3208333333333,1.87
85.0721455543333,28.3208333333333,2.93000000000001
85.0804788876667,28.3208333333333,3.95000000000005
85.088812221,28.3208333333333,3.89000000000004
85.0971455543333,28.3208333333333,2.49000000000001
85.1054788876667,28.3208333333333,0.490000000000009
85.113812221,28.3208333333333,-1.08999999999997
85.1221455543333,28.3208333333333,-4.70999999999998
85.1804788876667,28.3208333333333,-1.16999999999996
85.188812221,28.3208333333333,-3.14999999999998
85.1971455543333,28.3208333333333,-1.72999999999996
85.2054788876667,28.3208333333333,-5.80999999999995
85.213812221,28.3208333333333,-6.25
85.2221455543333,28.3208333333333,-5.92999999999995
85.2304788876667,28.3208333333333,-5.78999999999996
85.4221455543333,28.3208333333333,5.83000000000004
85.4304788876667,28.3208333333333,4.55000000000001
85.438812221,28.3208333333333,3.17000000000002
85.4471455543333,28.3208333333333,1.73000000000002
85.4554788876667,28.3208333333333,0.490000000000009
85.463812221,28.3208333333333,-0.489999999999952
85.4721455543333,28.3208333333333,-0.889999999999986
85.4804788876667,28.3208333333333,0.230000000000018
85.488812221,28.3208333333333,0.250000000000057
85.4971455543333,28.3208333333333,-0.589999999999975
85.5054788876667,28.3208333333333,-1.34999999999997
85.513812221,28.3208333333333,-2.38999999999999
85.5221455543333,28.3208333333333,-4.22999999999996
85.5304788876667,28.3208333333333,-5.90999999999997
85.538812221,28.3208333333333,-4.30999999999995
85.6804788876667,28.3208333333333,-13.4299999999999
85.688812221,28.3208333333333,-9.90999999999997
85.6971455543333,28.3208333333333,-7.72999999999996
85.7054788876667,28.3208333333333,-6.58999999999997
85.713812221,28.3208333333333,-6.96999999999997
